Title,RSS Feed Url,Domain
BBC Sport - Sport,http://feeds.bbci.co.uk/sport/rss.xml,bbc.co.uk
Sports News - Latest Sports and Football News - Sky News,http://feeds.skynews.com/feeds/rss/sports.xml,news.sky.com
Sportskeeda,https://www.sportskeeda.com/feed,sportskeeda.com
Yahoo! Sports - News Scores Standings Rumors Fantasy Games,https://sports.yahoo.com/rss/,sports.yahoo.com
www.espn.com - TOP,https://www.espn.com/espn/rss/news,espn.com
