Title,RSS Feed Url,Domain
TV Fanatic,https://www.tvfanatic.com/rss.xml,tvfanatic.com
TVLine,https://tvline.com/feed/,tvline.com
the TV addict,http://feeds.feedburner.com/thetvaddict/AXob,thetvaddict.com
